STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,REGION,Region,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value,UNIT_MEASURE,Unit of Measure,UNIT_MULT,Unit of Multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,1999-Q1,,21.8,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,1999-Q2,,14.6,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,1999-Q3,,18,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,1999-Q4,,16.9,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2000-Q1,,21.9,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2000-Q2,,14.7,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2000-Q3,,19.1,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2000-Q4,,19.5,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2001-Q1,,28.8,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2001-Q2,,16.5,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2001-Q3,,14.5,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2001-Q4,,13.6,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2002-Q1,,16.8,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2002-Q2,,5.5,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2002-Q3,,9.9,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2002-Q4,,8.8,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2003-Q1,,16.3,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2003-Q2,,5,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2003-Q3,,6.8,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2003-Q4,,7,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2004-Q1,,13.8,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2004-Q2,,2.5,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2004-Q3,,9.7,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2004-Q4,,8.8,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2005-Q1,,16.7,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2005-Q2,,7.3,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2005-Q3,,14.2,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2005-Q4,,10.6,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2006-Q1,,17.5,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2006-Q2,,7.2,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2006-Q3,,23.4,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2006-Q4,,20,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2007-Q1,,29.2,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2007-Q2,,18.8,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2007-Q3,,25.6,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2007-Q4,,24.1,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2008-Q1,,36.1,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2008-Q2,,23.6,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2008-Q3,,28.9,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2008-Q4,,29.4,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2009-Q1,,30.6,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2009-Q2,,21.3,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2009-Q3,,25.4,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2009-Q4,,22.3,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2010-Q1,,26.9,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2010-Q2,,15.9,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2010-Q3,,18.4,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2010-Q4,,17.2,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2011-Q1,,24.8,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2011-Q2,,13.8,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2011-Q3,,21,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2011-Q4,,19.2,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2012-Q1,,26.3,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2012-Q2,,19.3,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2012-Q3,,23.4,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2012-Q4,,25.6,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2013-Q1,,29.8,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2013-Q2,,21.1,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2013-Q3,,26.9,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2013-Q4,,24,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2014-Q1,,32.9,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2014-Q2,,20.5,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2014-Q3,,27.9,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2014-Q4,,25.9,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2015-Q1,,33.6,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2015-Q2,,20.4,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2015-Q3,,29.2,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2015-Q4,,26.1,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2016-Q1,,36,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2016-Q2,,25.4,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2016-Q3,,35.1,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2016-Q4,,27.7,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2017-Q1,,37.8,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2017-Q2,,21.9,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2017-Q3,,29.4,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2017-Q4,,16.2,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2018-Q1,,33.7,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2018-Q2,,19.8,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2018-Q3,,30,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2018-Q4,,19,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2019-Q1,,29.4,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2019-Q2,,13.8,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2019-Q3,,24.6,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2019-Q4,,17,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2020-Q1,,23.6,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2020-Q2,,-1.4,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2020-Q3,,-11.7,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2020-Q4,,-4.6,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2021-Q1,,-1.3,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2021-Q2,,4,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2021-Q3,,-0.3,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2021-Q4,,20.3,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2022-Q1,,36.1,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2022-Q2,,28.9,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2022-Q3,,41.8,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2022-Q4,,40.1,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2023-Q1,,53.3,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2023-Q2,,39.1,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2023-Q3,,49.4,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2023-Q4,,31.3,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2024-Q1,,38.9,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2024-Q2,,16.9,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2024-Q3,,31.1,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,13,Change Over Previous Quarter,1,New South Wales,Q,Quarterly,2024-Q4,,21.1,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1981-Q2,,2.5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1981-Q3,,2.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1981-Q4,,2.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1982-Q1,,2.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1982-Q2,,2.3,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1982-Q3,,1.9,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1982-Q4,,2.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1983-Q1,,2.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1983-Q2,,2.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1983-Q3,,2.3,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1983-Q4,,2.7,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1984-Q1,,2.8,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1984-Q2,,2.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1984-Q3,,2.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1984-Q4,,2.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1985-Q1,,2.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1985-Q2,,2.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1985-Q3,,1.7,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1985-Q4,,2.5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1986-Q1,,2.5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1986-Q2,,2.5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1986-Q3,,2.1,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1986-Q4,,2.3,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,3,Natural Increase,4,South Australia,Q,Quarterly,1987-Q1,,2.6,,NUM,Number,3,Thousands,,,,
